area_type,availability,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Ready To Move,Gattigere,Vaw 2il,1180.0,2.0,2.0,63.0,2
Built-up  Area,Ready To Move,Benson Town,Fants A,2270.0,3.0,1.0,180.0,3
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1180.0,2.0,1.0,46.0,3
Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,1300.0,3.0,2.0,69.0,3
Super built-up  Area,Ready To Move,Banashankari Stage III,Pridsi ,1305.0,2.0,1.0,59.0,3
Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2006.0,4.0,2.0,196.0,3
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1290.0,2.0,1.0,80.0,2
Super built-up  Area,Ready To Move,Hoskote,VRrtsa ,1170.0,2.0,3.0,45.0,2
Super built-up  Area,Ready To Move,Yelachenahalli,Coona A,1400.0,2.0,3.0,78.0,2
Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1200.0,2.0,2.0,75.0,2
Built-up  Area,Ready To Move,Kamakshipalya,Viaxy G,1155.0,2.0,0.0,60.0,3
Built-up  Area,Ready To Move,Hormavu,Cadel C,1725.0,3.0,2.0,85.0,3
Super built-up  Area,21-Oct,Kanakpura Road,PrarePa,700.0,2.0,1.0,40.0,2
Super built-up  Area,22-Jun,Hoodi,GoAirej,1112.0,2.0,1.0,88.0,2
Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1274.0,2.0,1.0,81.0,2
Super built-up  Area,Ready To Move,Doddathoguru,Vabow R,915.0,2.0,1.0,32.0,2
Super built-up  Area,Ready To Move,Hosur Road,Collsrn,760.0,1.0,2.0,21.28,1
Built-up  Area,Ready To Move,Maragondanahalli,ArnzaFi,1540.0,3.0,2.0,68.0,3
Super built-up  Area,Ready To Move,Basavanna Nagar,Itala A,1645.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Nehru Nagar,Undge T,2342.0,3.0,2.0,115.0,4
Super built-up  Area,Ready To Move,Yelenahalli,MDoseim,1056.0,2.0,2.0,33.0,2
Super built-up  Area,18-Apr,Thirumenahalli,MNtha A,1161.0,2.0,2.0,36.69,2
Super built-up  Area,Ready To Move,Dollars Colony,Koowsis,1097.0,2.0,3.0,65.0,2
Built-up  Area,Ready To Move,Uttarahalli,Gaent R,850.0,2.0,2.0,35.0,2
Super built-up  Area,Ready To Move,Green Glen Layout,Soionar,1715.0,3.0,2.0,115.0,3
Super built-up  Area,Ready To Move,Electronic City,GMown E,1200.0,2.0,1.0,59.0,2
Super built-up  Area,Ready To Move,Banashankari,Sriseva,1400.0,2.0,1.0,78.0,3
Plot  Area,Ready To Move,Whitefield,Vastael,1500.0,4.0,3.0,200.0,4
Carpet  Area,20-Dec,Kanakpura Road,Roiti A,458.0,1.0,0.0,19.695,1
Built-up  Area,Ready To Move,Kalyan nagar,SSonsvi,1640.0,3.0,3.0,88.0,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1700.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,1110.0,2.0,2.0,38.85,2
Super built-up  Area,Ready To Move,Uttarahalli,Baveles,1627.0,3.0,2.0,88.0,3
Built-up  Area,Ready To Move,Byagadadhenahalli,VBavaai,620.0,2.0,1.0,22.0,2
Plot  Area,Ready To Move,Whitefield,Prrry M,3004.0,4.0,2.0,285.0,4
Super built-up  Area,18-May,Hosa Road,Pamesy ,1133.0,2.0,1.0,52.0,2
Super built-up  Area,Ready To Move,Hennur Road,Gaodsch,1182.0,2.0,2.0,82.5,2
Super built-up  Area,Ready To Move,Tumkur Road,SosonGa,1500.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Marathahalli,Srconor,1200.0,2.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1128.0,2.0,1.0,48.79,2
Built-up  Area,Ready To Move,Amruthahalli,NCondia,1100.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Kengeri Satellite Town,Mameser,635.0,1.0,1.0,22.0,2
Built-up  Area,Ready To Move,Thanisandra,G conTh,1874.0,4.0,1.0,130.0,3
Super built-up  Area,18-Jun,Old Madras Road,Saesttt,1171.0,2.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Panathur,Saite G,1315.0,2.0,1.0,59.1,3
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1760.0,3.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Hennur Road,Koagati,1192.0,2.0,1.0,62.0,3
Super built-up  Area,19-Jun,Hebbal,Raard B,1645.0,3.0,2.0,121.0,3
Super built-up  Area,Ready To Move,Whitefield,Veales ,1250.0,2.0,2.0,72.0,2
Super built-up  Area,19-Dec,Whitefield,Oreldhi,709.0,1.0,0.0,34.385,1
Super built-up  Area,18-Jun,Hosa Road,Sosisic,1369.0,2.0,1.0,104.0,2
Super built-up  Area,19-Dec,Kanakapura,GoityEt,1938.0,3.0,3.0,113.0,3
Super built-up  Area,Ready To Move,Budigere,PrityTr,1636.0,3.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1430.0,2.0,2.0,75.0,3
Carpet  Area,18-May,Electronic City Phase II,MJtroty,993.0,2.0,2.0,50.0,3
Super built-up  Area,Ready To Move,Yelahanka,Shana S,1270.0,2.0,2.0,78.0,2
Plot  Area,18-Mar,Hunasamaranahalli,EmardBo,7500.0,4.0,2.0,900.0,4
Super built-up  Area,Ready To Move,Panathur,Suriaa ,1109.0,2.0,1.0,63.0,2
Super built-up  Area,Ready To Move,Pragathi Nagar,Metrais,1280.0,2.0,1.0,49.75,2
Plot  Area,Ready To Move,Devanahalli,Prowser,1600.0,3.0,2.0,180.0,3
Super built-up  Area,19-Mar,Marathahalli,Unezes ,607.0,1.0,1.0,35.0,1
Super built-up  Area,18-May,Electronic City Phase II,Coomee ,1418.0,3.0,2.0,52.47,3
Built-up  Area,Ready To Move,EPIP Zone,ValiaCa,1125.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,CV Raman Nagar,Pu270a ,1825.0,3.0,2.0,126.0,3
Super built-up  Area,Ready To Move,Whitefield,Veales ,1320.0,2.0,3.0,79.5,2
Super built-up  Area,Ready To Move,HAL 2nd Stage,MamalPr,1490.0,2.0,2.0,300.0,3
Super built-up  Area,20-Dec,Whitefield,Oreldhi,750.0,2.0,1.0,52.7,2
Super built-up  Area,19-Dec,Yelahanka,Masser ,1400.0,2.0,2.0,80.54,3
Super built-up  Area,Ready To Move,Sathya Sai Layout,Prowshi,4104.0,4.0,3.0,360.0,4
Built-up  Area,Ready To Move,Poorna Pragna Layout,Pathira,965.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,KR Puram,HovasTe,1100.0,2.0,2.0,43.0,2
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1180.0,2.0,2.0,41.0,2
Super built-up  Area,Ready To Move,HSR Layout,NRosete,1145.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Kenchenahalli,AriosPa,1015.0,2.0,2.0,58.0,2
Plot  Area,18-May,Kaggalipura,AxvamTa,2400.0,3.0,1.0,165.0,3
Plot  Area,Ready To Move,Whitefield,Prrry M,3000.0,4.0,3.0,306.0,4
Super built-up  Area,18-Dec,JP Nagar,Shestut,1300.0,2.0,1.0,109.0,2
Built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1300.0,2.0,2.0,102.0,2
Super built-up  Area,19-Jun,Hosa Road,Sosisic,1512.0,3.0,1.0,123.0,3
Carpet  Area,18-Dec,Bhoganhalli,Rosha I,1053.0,3.0,1.0,88.91,3
Super built-up  Area,Ready To Move,Yeshwanthpur,VSlistr,605.0,1.0,0.0,41.745,1
Super built-up  Area,Ready To Move,Hormavu,NStusD ,1153.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1255.0,2.0,2.0,69.0,2
Super built-up  Area,Ready To Move,Marathahalli,PueraRi,1583.0,3.0,3.0,109.0,3
Super built-up  Area,Ready To Move,Kundalahalli Colony,Goourta,1505.0,2.0,2.0,90.0,2
Super built-up  Area,Ready To Move,Amblipura,IDldsin,1810.0,4.0,3.0,148.0,3
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,975.0,2.0,1.0,63.0,2
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,MJarlPe,1530.0,2.0,1.0,97.0,3
Super built-up  Area,Ready To Move,Kereguddadahalli,DSdorSp,1300.0,2.0,2.0,39.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,SJityaz,1308.0,2.0,1.0,83.0,2
Super built-up  Area,19-Apr,Sarjapur  Road,Brareio,1592.0,3.0,1.0,91.0,3
Super built-up  Area,18-Jun,Rajaji Nagar,Puwerun,1222.0,2.0,0.0,112.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1267.0,2.0,2.0,42.85,2
Super built-up  Area,Ready To Move,Balagere,Soresea,656.0,1.0,1.0,53.0,1
Plot  Area,Ready To Move,Dodda Nekkundi,Adstah ,3400.0,4.0,3.0,530.0,4
Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1698.0,3.0,2.0,102.0,3
Built-up  Area,Ready To Move,Tata Nagar,Karchru,1500.0,3.0,2.0,70.0,3
Super built-up  Area,18-Mar,Electronic City,Prarkun,1152.0,2.0,1.0,65.75,2
Super built-up  Area,Ready To Move,Pattandur Agrahara,ShaleSp,900.0,2.0,2.0,42.0,2
Built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1419.0,2.0,3.0,73.0,3
Super built-up  Area,Ready To Move,Gottigere,Drente ,990.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,Saavenc,1100.0,2.0,0.0,39.0,2
Super built-up  Area,Ready To Move,Whitefield,Rabow R,1095.0,2.0,1.0,35.0,2
Super built-up  Area,Ready To Move,Budigere,PrityTr,1444.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Whitefield,Nillsre,1415.0,2.0,3.0,67.0,2
Super built-up  Area,Ready To Move,Daadys Gaarden Layout,InockHo,1600.0,3.0,3.0,72.0,3
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1105.0,2.0,1.0,41.36,2
Super built-up  Area,18-Dec,Electronic City,S2oveat,1225.0,3.0,0.0,45.03,3
Super built-up  Area,Ready To Move,Frazer Town,Prook M,2560.0,3.0,2.0,265.0,3
Super built-up  Area,18-Aug,Talaghattapura,Sodgere,1856.0,3.0,2.0,135.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Itvas S,1150.0,2.0,2.0,77.0,2
Super built-up  Area,Ready To Move,5th Phase JP Nagar,MBncele,1485.0,2.0,2.0,67.0,3
Super built-up  Area,Ready To Move,Vimanapura,Inion P,2500.0,3.0,3.0,75.0,3
Super built-up  Area,18-May,Hennur Road,Koagati,1036.0,2.0,1.0,59.46,2
Plot  Area,Ready To Move,Whitefield,VDe 1Du,3445.0,5.0,3.0,270.0,4
Super built-up  Area,Ready To Move,Dodsworth Layout,Ciques ,1400.0,2.0,2.0,80.0,2
Built-up  Area,Ready To Move,Kodichikkanahalli,Saire S,1150.0,2.0,3.0,48.0,2
Super built-up  Area,Ready To Move,Kenchenahalli,AriosPa,715.0,1.0,1.0,45.0,1
Super built-up  Area,Ready To Move,Jakkur,UNERA P,2283.0,4.0,2.0,130.0,4
Built-up  Area,Ready To Move,Nagarbhavi,Vaows M,1400.0,2.0,1.0,85.0,3
Super built-up  Area,Ready To Move,Padmanabhanagar,Naasyak,1400.0,3.0,0.0,65.0,3
Super built-up  Area,Ready To Move,Whitefield,Mithmn ,1700.0,3.0,1.0,140.0,3
Super built-up  Area,18-Dec,Kanakpura Road,PrityFa,1591.0,3.0,1.0,120.0,3
Super built-up  Area,Ready To Move,Nagarbhavi,Deens G,1515.0,2.0,1.0,79.0,3
Super built-up  Area,18-Aug,Chandapura,SunceEs,975.0,2.0,1.0,24.86,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1382.0,2.0,2.0,76.18,3
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,SodilDa,1533.0,3.0,2.0,150.0,3
Super built-up  Area,18-Feb,Cunningham Road,Lelia M,3815.0,3.0,1.0,763.0,3
Super built-up  Area,Ready To Move,Dairy Circle,Soeurri,3730.0,6.0,2.0,450.0,4
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1391.0,2.0,2.0,64.5,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,42.92,2
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1482.0,3.0,3.0,60.98,3
Super built-up  Area,Ready To Move,Whitefield,SBoneuc,1405.0,2.0,2.0,84.5,2
Built-up  Area,Ready To Move,Gunjur,Puide P,1190.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Harlur,Prncyrn,1174.0,2.0,1.0,78.0,2
Super built-up  Area,19-Mar,Thanisandra,Bhe 2ko,1411.0,3.0,1.0,93.04,3
Super built-up  Area,Ready To Move,Jalahalli West,Prntsax,745.0,2.0,0.0,50.0,2
Super built-up  Area,Ready To Move,Kereguddadahalli,Jaood G,1000.0,2.0,2.0,30.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,923.0,2.0,1.0,50.0,2
Built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1000.0,2.0,2.0,32.0,2
Super built-up  Area,Ready To Move,Battarahalli,Srhamra,1276.0,2.0,2.0,45.0,2
Built-up  Area,Ready To Move,Devasthanagalu,Grmes L,1460.0,3.0,2.0,70.0,3
Super built-up  Area,Ready To Move,Avalahalli,ZeodsWo,833.0,1.0,1.0,49.0,1
Super built-up  Area,18-Dec,Ramamurthy Nagar,Vaharvi,1200.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,669.0,1.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Kothanur,Somumys,1790.0,3.0,2.0,105.0,3
Super built-up  Area,Ready To Move,Whitefield,SearkHy,1345.0,2.0,2.0,57.0,3
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1385.0,2.0,2.0,76.18,3
Super built-up  Area,Ready To Move,Kanakpura Road,Niacesa,1207.0,2.0,2.0,79.9,2
Super built-up  Area,Ready To Move,Varthur,Caiseur,1140.0,2.0,3.0,55.5,2
Built-up  Area,Ready To Move,Basavanapura,Papusa ,1220.0,2.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,0.0,252.0,4
Built-up  Area,Ready To Move,Sarjapur  Road,Contsci,1965.0,3.0,3.0,120.0,3
Built-up  Area,Ready To Move,Koramangala,KHage G,1760.0,2.0,0.0,115.0,3
Super built-up  Area,18-Mar,Haralur Road,SNnia E,1225.0,2.0,1.0,70.0,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1322.0,2.0,2.0,86.0,2
Built-up  Area,Ready To Move,Bellandur,Vaodssh,3600.0,4.0,0.0,260.0,4
Super built-up  Area,Ready To Move,AECS Layout,Foncync,1045.0,2.0,1.0,36.58,2
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,Patust ,1545.0,3.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Thanisandra,G conTh,1996.0,3.0,2.0,135.0,3
Super built-up  Area,Ready To Move,Brookefield,Gotaten,1125.0,2.0,2.0,70.0,2
Super built-up  Area,18-Apr,Mysore Road,PrntaEn,1560.0,3.0,1.0,115.0,3
Built-up  Area,Ready To Move,Murugeshpalya,IBaveen,3100.0,4.0,2.0,310.0,4
Built-up  Area,Ready To Move,Lake City,Prdenth,780.0,2.0,1.0,35.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2275.0,4.0,2.0,180.0,3
Super built-up  Area,Ready To Move,Pragathi Nagar,DStra S,1350.0,2.0,2.0,41.0,2
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,1464.0,3.0,3.0,56.0,3
Super built-up  Area,Ready To Move,Dasanapura,Tavenew,708.0,1.0,0.0,28.32,1
Super built-up  Area,Ready To Move,Sarjapur  Road,Mades G,1680.0,3.0,1.0,160.0,3
Super built-up  Area,Ready To Move,Hoodi,SMaxyay,1400.0,2.0,1.0,82.0,2
Super built-up  Area,Ready To Move,Bellandur,GoncyRe,1310.0,2.0,2.0,72.0,2
Super built-up  Area,18-May,Electronics City Phase 1,Shitt S,1175.0,2.0,1.0,57.0,2
Built-up  Area,Ready To Move,Chikkalasandra,V2avei ,1428.0,2.0,1.0,80.0,3
Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,NDpalSe,1146.0,2.0,3.0,55.0,2
Super built-up  Area,20-Aug,Rachenahalli,AsNowre,440.0,1.0,1.0,28.0,1
Super built-up  Area,Ready To Move,Sahakara Nagar,KPhtsei,1048.0,2.0,3.0,50.0,2
Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1801.0,3.0,1.0,115.0,3
Super built-up  Area,19-Mar,Hennur Road,Puachal,1232.0,2.0,1.0,69.61,2
Super built-up  Area,Ready To Move,Whitefield,Viisear,1150.0,2.0,2.0,90.0,2
Super built-up  Area,21-Mar,Talaghattapura,Sodgere,1868.0,3.0,1.0,120.0,3
Super built-up  Area,18-Apr,Begur,Arera V,1445.0,2.0,2.0,47.1,3
Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1466.0,2.0,3.0,140.0,3
Super built-up  Area,18-Dec,JP Nagar,Pehtsa ,3860.0,3.0,2.0,402.0,3
Super built-up  Area,Ready To Move,Somasundara Palya,ManceEl,1185.0,2.0,3.0,70.0,2
Super built-up  Area,Ready To Move,Hebbal,Mahosya,1760.0,3.0,2.0,123.0,3
Super built-up  Area,Ready To Move,Haralur Road,Ozensve,1000.0,2.0,1.0,78.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,BriumMi,1215.0,2.0,2.0,90.0,2
Super built-up  Area,Ready To Move,EPIP Zone,Ste 2al,1734.0,3.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Rachenahalli,Paentta,1113.0,2.0,1.0,55.0,2
Built-up  Area,Ready To Move,Kereguddadahalli,Jaood G,1240.0,3.0,2.0,41.0,3
Super built-up  Area,19-Apr,Ambalipura,Sisice ,896.0,2.0,1.0,30.13,2
Super built-up  Area,Ready To Move,BTM 2nd Stage,Fea 3Al,1200.0,2.0,0.0,35.0,2
Built-up  Area,Ready To Move,Sarjapur,Srncya ,1500.0,2.0,2.0,30.0,2
Super built-up  Area,Ready To Move,S R Layout,Seasare,1096.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Iblur Village,DNionfl,2987.0,5.0,0.0,191.0,4
Super built-up  Area,19-Sep,Koramangala,Prood P,2503.0,6.0,2.0,325.0,4
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1550.0,3.0,2.0,74.5,3
Super built-up  Area,Ready To Move,Seegehalli,Paoliy ,1830.0,4.0,2.0,82.0,3
Super built-up  Area,19-Dec,Hoodi,Caycend,1746.0,3.0,3.0,84.95,3
Super built-up  Area,18-Jul,Chandapura,SunceEs,645.0,1.0,1.0,16.45,1
Super built-up  Area,Ready To Move,Banashankari Stage III,Pridsi ,1305.0,2.0,1.0,60.0,3
Super built-up  Area,Ready To Move,Thigalarapalya,SLavena,1207.0,2.0,2.0,62.0,2
Built-up  Area,Ready To Move,Thanisandra,Soitya ,1678.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,950.0,2.0,1.0,50.0,2
Super built-up  Area,18-Feb,Electronic City,GMown E,1070.0,2.0,1.0,55.0,2
Super built-up  Area,Ready To Move,Ardendale,SoystAm,1732.0,3.0,2.0,92.0,3
Super built-up  Area,Ready To Move,Attibele,DSvar S,1639.0,2.0,1.0,40.98,3
Super built-up  Area,Ready To Move,Marathahalli,Prionad,1360.0,2.0,1.0,103.0,2
Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1656.0,3.0,2.0,150.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Asira E,985.0,2.0,1.0,49.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1050.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,Basavangudi,Swers T,1600.0,2.0,2.0,160.0,3
Super built-up  Area,17-Nov,Ramagondanahalli,ViistLa,1253.0,2.0,1.0,52.66,2
Super built-up  Area,Ready To Move,Wilson Garden,Gonoril,1655.0,3.0,2.0,155.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Contsci,1418.0,2.0,2.0,78.0,2
Super built-up  Area,Ready To Move,Kalena Agrahara,PuamaPa,1270.0,2.0,2.0,100.0,2
Super built-up  Area,Ready To Move,Sadduguntepalya,Jaanaa ,1200.0,2.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,50.06,3
Plot  Area,Ready To Move,Chandapura,Cangse ,1200.0,5.0,2.0,92.0,4
Super built-up  Area,Ready To Move,Electronic City,Pao 3ow,1060.0,2.0,1.0,58.0,2
Super built-up  Area,20-Dec,Hebbal,Cehosy ,3960.0,5.0,3.0,386.0,4
Super built-up  Area,Ready To Move,KR Puram,HovasTe,950.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Vishwapriya Layout,Sanumn ,1235.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Budigere,PrityTr,722.0,1.0,0.0,46.0,1
Plot  Area,Ready To Move,Kanakpura Road,ColeyNa,2775.0,3.0,1.0,165.0,4
Built-up  Area,Ready To Move,Sarjapur  Road,Mades G,1200.0,2.0,1.0,93.0,2
Built-up  Area,Ready To Move,Mallathahalli,Viers S,1225.0,3.0,3.0,60.0,3
Super built-up  Area,Ready To Move,Nagavarapalya,PuonsSe,705.0,1.0,1.0,52.5,1
Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1880.0,3.0,2.0,94.36,3
Built-up  Area,Ready To Move,Doddakammanahalli,SrarkSk,1550.0,2.0,1.0,60.0,3
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1893.0,3.0,1.0,130.0,3
Super built-up  Area,Ready To Move,HMT Layout,LoentKr,1650.0,3.0,2.0,75.0,3
Built-up  Area,Ready To Move,Chikkathoguru,Srvasi ,1113.0,2.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,MJtumty,1586.0,3.0,3.0,70.0,3
Plot  Area,Ready To Move,Seegehalli,Chorda ,4000.0,3.0,1.0,235.0,3
Super built-up  Area,Ready To Move,Yelahanka New Town,SPllain,1541.0,3.0,3.0,80.0,3
Super built-up  Area,18-Dec,Haralur Road,SNnia E,1830.0,3.0,2.0,101.0,3
Super built-up  Area,18-Jun,Bommasandra,SSestth,1015.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1120.0,2.0,2.0,37.95,2
Super built-up  Area,21-Dec,Hoodi,GoAirej,706.0,1.0,1.0,48.24,1
Plot  Area,Ready To Move,Kanakpura Road,ColeyNa,1900.0,3.0,1.0,99.0,3
Built-up  Area,Ready To Move,Seegehalli,Paoliy ,3000.0,5.0,3.0,150.0,4
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,42.0,3
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1290.0,2.0,3.0,80.0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,SuBayin,1200.0,2.0,1.0,50.0,2
Built-up  Area,Ready To Move,Hormavu,Naandit,1150.0,2.0,1.0,53.11,2
Super built-up  Area,Ready To Move,Cox Town,ElentAp,1730.0,3.0,3.0,140.0,3
Super built-up  Area,17-May,Hegde Nagar,SoisoCa,3216.0,5.0,2.0,300.0,4
Super built-up  Area,Ready To Move,Budigere,PrityTr,1991.0,4.0,2.0,88.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,1115.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Koramangala,Gencysi,1900.0,3.0,3.0,150.0,3
Super built-up  Area,18-May,Whitefield,SMuilan,1109.0,2.0,1.0,41.49,2
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2340.0,5.0,1.0,129.0,4
Plot  Area,Ready To Move,Whitefield,Chllea ,4356.0,5.0,1.0,850.0,4
Super built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,1005.0,2.0,1.0,43.0,2
Super built-up  Area,19-Aug,Kengeri,VBn 2lm,416.0,1.0,1.0,19.5,1
Super built-up  Area,Ready To Move,1st Phase JP Nagar,NCaveun,1394.0,2.0,1.0,100.0,2
Super built-up  Area,Ready To Move,Harlur,SrEndPo,2138.0,3.0,2.0,110.0,3
Built-up  Area,Ready To Move,Richards Town,Arata A,1550.0,3.0,2.0,160.0,3
Super built-up  Area,Ready To Move,Nagavarapalya,Giconal,1300.0,3.0,1.0,80.0,3
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1265.0,2.0,2.0,82.0,2
Carpet  Area,Ready To Move,BCC Layout,Mae 1Ar,1050.0,2.0,3.0,40.0,2
Super built-up  Area,18-May,Varthur,Soamsay,1012.0,2.0,1.0,59.0,2
Plot  Area,18-May,Varthur,Darsh S,1600.0,4.0,3.0,112.0,4
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1326.0,2.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Whitefield,Brony H,1700.0,3.0,2.0,95.0,3
Carpet  Area,18-Dec,Bhoganhalli,Rosha I,910.0,2.0,1.0,80.64,2
Plot  Area,Ready To Move,Whitefield,Skensk ,4960.0,4.0,3.0,400.0,4
Super built-up  Area,19-Aug,Begur Road,Pruthg ,2462.0,6.0,2.0,150.0,4
Super built-up  Area,19-Dec,Marathahalli,PrensKe,615.0,1.0,1.0,44.0,1
Super built-up  Area,18-Mar,Haralur Road,SNnia E,575.0,1.0,1.0,88.0,1
Super built-up  Area,18-Jul,Electronic City,GMown E,1025.0,2.0,1.0,54.1,2
Built-up  Area,Ready To Move,Vinayak Nagar,Niarknt,1758.0,3.0,2.0,95.0,3
Super built-up  Area,18-Dec,Gopalapura,Sothadr,3179.0,5.0,3.0,351.0,4
Super built-up  Area,Ready To Move,Kaikondrahalli,Srsica ,1342.0,3.0,3.0,92.0,3
Super built-up  Area,Ready To Move,Kalyan nagar,AgaveEn,1800.0,3.0,2.0,85.0,3
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,Prllsan,1608.0,2.0,2.0,85.0,2
Super built-up  Area,18-Dec,Ramamurthy Nagar,Vaharvi,1410.0,2.0,1.0,56.4,3
Built-up  Area,Ready To Move,Dodda Nekkundi,Adstah ,3800.0,4.0,2.0,600.0,4
Super built-up  Area,Ready To Move,Kada Agrahara,CoaveAt,909.0,2.0,1.0,40.0,3
Super built-up  Area,Ready To Move,Kalyan nagar,NCold G,1080.0,2.0,2.0,73.0,2
Super built-up  Area,18-May,Akshaya Nagar,Suiumy ,1092.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Jalahalli,Prensin,1932.0,4.0,3.0,135.0,3
Super built-up  Area,Ready To Move,KR Puram,SVlesas,1156.0,2.0,1.0,72.0,2
Super built-up  Area,Ready To Move,Thubarahalli,Kenia G,1330.0,2.0,1.0,75.0,2
Super built-up  Area,18-Apr,Thanisandra,Bhmesy ,1917.0,4.0,2.0,113.0,3
Super built-up  Area,18-Sep,Chandapura,SunceEs,985.0,2.0,1.0,25.12,2
